OFFICIAL_SYMBOL	IDENTIFIER_ID	Gene_Type
LOC131385255	131385255	BIOLOGICAL_REGION
LOC131385256	131385256	BIOLOGICAL_REGION
LOC131385257	131385257	BIOLOGICAL_REGION
LOC131385258	131385258	BIOLOGICAL_REGION
LOC131385259	131385259	BIOLOGICAL_REGION
LOC131385260	131385260	BIOLOGICAL_REGION
LOC131385261	131385261	BIOLOGICAL_REGION
LOC131385262	131385262	BIOLOGICAL_REGION
LOC131385263	131385263	BIOLOGICAL_REGION
LOC131385264	131385264	BIOLOGICAL_REGION
LOC131385265	131385265	BIOLOGICAL_REGION
LOC131385266	131385266	BIOLOGICAL_REGION
LOC131385267	131385267	BIOLOGICAL_REGION
LOC131385268	131385268	BIOLOGICAL_REGION
LOC131385269	131385269	BIOLOGICAL_REGION
LOC131385270	131385270	BIOLOGICAL_REGION
LOC131385271	131385271	BIOLOGICAL_REGION
LOC131385272	131385272	BIOLOGICAL_REGION
LOC131385273	131385273	BIOLOGICAL_REGION
LOC131385274	131385274	BIOLOGICAL_REGION
LOC131385275	131385275	BIOLOGICAL_REGION
LOC131385276	131385276	BIOLOGICAL_REGION
LOC131385277	131385277	BIOLOGICAL_REGION
LOC131385278	131385278	BIOLOGICAL_REGION
LOC131385279	131385279	BIOLOGICAL_REGION
LOC131385280	131385280	BIOLOGICAL_REGION
LOC131385281	131385281	BIOLOGICAL_REGION
LOC131385282	131385282	BIOLOGICAL_REGION
LOC131385283	131385283	BIOLOGICAL_REGION
LOC131385284	131385284	BIOLOGICAL_REGION
LOC131385285	131385285	BIOLOGICAL_REGION
LOC131385286	131385286	BIOLOGICAL_REGION
LOC131385287	131385287	BIOLOGICAL_REGION
LOC131385288	131385288	BIOLOGICAL_REGION
LOC131385289	131385289	BIOLOGICAL_REGION
LOC131385290	131385290	BIOLOGICAL_REGION
LOC131385291	131385291	BIOLOGICAL_REGION
LOC131385292	131385292	BIOLOGICAL_REGION
LOC131385293	131385293	BIOLOGICAL_REGION
LOC131385294	131385294	BIOLOGICAL_REGION
LOC131385295	131385295	BIOLOGICAL_REGION
LOC131385296	131385296	BIOLOGICAL_REGION
LOC131385297	131385297	BIOLOGICAL_REGION
LOC131385298	131385298	BIOLOGICAL_REGION
LOC131385299	131385299	BIOLOGICAL_REGION
LOC131385300	131385300	BIOLOGICAL_REGION
LOC131385301	131385301	BIOLOGICAL_REGION
LOC131385302	131385302	BIOLOGICAL_REGION
LOC131385303	131385303	BIOLOGICAL_REGION
LOC131385304	131385304	BIOLOGICAL_REGION
LOC131385305	131385305	BIOLOGICAL_REGION
LOC131385306	131385306	BIOLOGICAL_REGION
LOC131385307	131385307	BIOLOGICAL_REGION
LOC131385308	131385308	BIOLOGICAL_REGION
LOC131385309	131385309	BIOLOGICAL_REGION
LOC131385310	131385310	BIOLOGICAL_REGION
LOC131385311	131385311	BIOLOGICAL_REGION
LOC131385312	131385312	BIOLOGICAL_REGION
LOC131385313	131385313	BIOLOGICAL_REGION
LOC131385314	131385314	BIOLOGICAL_REGION
LOC131385315	131385315	BIOLOGICAL_REGION
LOC131385316	131385316	BIOLOGICAL_REGION
LOC131385317	131385317	BIOLOGICAL_REGION
LOC131385318	131385318	BIOLOGICAL_REGION
LOC131385319	131385319	BIOLOGICAL_REGION
LOC131385320	131385320	BIOLOGICAL_REGION
LOC131385321	131385321	BIOLOGICAL_REGION
LOC131385322	131385322	BIOLOGICAL_REGION
LOC131385323	131385323	BIOLOGICAL_REGION
LOC131385324	131385324	BIOLOGICAL_REGION
LOC131385325	131385325	BIOLOGICAL_REGION
LOC131385326	131385326	BIOLOGICAL_REGION
LOC131385327	131385327	BIOLOGICAL_REGION
LOC131385328	131385328	BIOLOGICAL_REGION
LOC131385329	131385329	BIOLOGICAL_REGION
LOC131385330	131385330	BIOLOGICAL_REGION
LOC131385331	131385331	BIOLOGICAL_REGION
LOC131385332	131385332	BIOLOGICAL_REGION
LOC131385333	131385333	BIOLOGICAL_REGION
LOC131385334	131385334	BIOLOGICAL_REGION
LOC131385335	131385335	BIOLOGICAL_REGION
LOC131385336	131385336	BIOLOGICAL_REGION
LOC131385337	131385337	BIOLOGICAL_REGION
LOC131385338	131385338	BIOLOGICAL_REGION
LOC131385339	131385339	BIOLOGICAL_REGION
LOC131385340	131385340	BIOLOGICAL_REGION
LOC131385341	131385341	BIOLOGICAL_REGION
LOC131385342	131385342	BIOLOGICAL_REGION
LOC131385343	131385343	BIOLOGICAL_REGION
LOC131385344	131385344	BIOLOGICAL_REGION
LOC131385345	131385345	BIOLOGICAL_REGION
LOC131385346	131385346	BIOLOGICAL_REGION
LOC131385347	131385347	BIOLOGICAL_REGION
LOC131385348	131385348	BIOLOGICAL_REGION
LOC131385349	131385349	BIOLOGICAL_REGION
LOC131385350	131385350	BIOLOGICAL_REGION
LOC131385351	131385351	BIOLOGICAL_REGION
LOC131385352	131385352	BIOLOGICAL_REGION
LOC131385353	131385353	BIOLOGICAL_REGION
LOC131385354	131385354	BIOLOGICAL_REGION
LOC131385355	131385355	BIOLOGICAL_REGION
LOC131385356	131385356	BIOLOGICAL_REGION
LOC131385357	131385357	BIOLOGICAL_REGION
LOC131385358	131385358	BIOLOGICAL_REGION
LOC131385359	131385359	BIOLOGICAL_REGION
LOC131385360	131385360	BIOLOGICAL_REGION
LOC131385361	131385361	BIOLOGICAL_REGION
LOC131385362	131385362	BIOLOGICAL_REGION
LOC131385363	131385363	BIOLOGICAL_REGION
LOC131385364	131385364	BIOLOGICAL_REGION
LOC131385365	131385365	BIOLOGICAL_REGION
LOC131385366	131385366	BIOLOGICAL_REGION
LOC131385367	131385367	BIOLOGICAL_REGION
LOC131385368	131385368	BIOLOGICAL_REGION
LOC131385369	131385369	BIOLOGICAL_REGION
LOC131385370	131385370	BIOLOGICAL_REGION
LOC131385371	131385371	BIOLOGICAL_REGION
LOC131385372	131385372	BIOLOGICAL_REGION
LOC131385373	131385373	BIOLOGICAL_REGION
LOC131385374	131385374	BIOLOGICAL_REGION
LOC131385375	131385375	BIOLOGICAL_REGION
LOC131385376	131385376	BIOLOGICAL_REGION
LOC131385377	131385377	BIOLOGICAL_REGION
LOC131385378	131385378	BIOLOGICAL_REGION
LOC131385379	131385379	BIOLOGICAL_REGION
LOC131385380	131385380	BIOLOGICAL_REGION
LOC131385381	131385381	BIOLOGICAL_REGION
LOC131385382	131385382	BIOLOGICAL_REGION
LOC131385383	131385383	BIOLOGICAL_REGION
LOC131385384	131385384	BIOLOGICAL_REGION
LOC131385385	131385385	BIOLOGICAL_REGION
LOC131385386	131385386	BIOLOGICAL_REGION
LOC131385387	131385387	BIOLOGICAL_REGION
LOC131385388	131385388	BIOLOGICAL_REGION
LOC131385389	131385389	BIOLOGICAL_REGION
LOC131385390	131385390	BIOLOGICAL_REGION
LOC131385391	131385391	BIOLOGICAL_REGION
LOC131385392	131385392	BIOLOGICAL_REGION
LOC131385393	131385393	BIOLOGICAL_REGION
LOC131385394	131385394	BIOLOGICAL_REGION
LOC131385395	131385395	BIOLOGICAL_REGION
LOC131385396	131385396	BIOLOGICAL_REGION
LOC131385397	131385397	BIOLOGICAL_REGION
LOC131385398	131385398	BIOLOGICAL_REGION
LOC131385399	131385399	BIOLOGICAL_REGION
LOC131385400	131385400	BIOLOGICAL_REGION
LOC131385401	131385401	BIOLOGICAL_REGION
LOC131385402	131385402	BIOLOGICAL_REGION
LOC131385403	131385403	BIOLOGICAL_REGION
LOC131385404	131385404	BIOLOGICAL_REGION
LOC131385405	131385405	BIOLOGICAL_REGION
LOC131385406	131385406	BIOLOGICAL_REGION
LOC131385407	131385407	BIOLOGICAL_REGION
LOC131385408	131385408	BIOLOGICAL_REGION
LOC131385409	131385409	BIOLOGICAL_REGION
LOC131385410	131385410	BIOLOGICAL_REGION
LOC131385411	131385411	BIOLOGICAL_REGION
LOC131385412	131385412	BIOLOGICAL_REGION
LOC131385413	131385413	BIOLOGICAL_REGION
LOC131385414	131385414	BIOLOGICAL_REGION
LOC131385415	131385415	BIOLOGICAL_REGION
LOC131385416	131385416	BIOLOGICAL_REGION
LOC131385417	131385417	BIOLOGICAL_REGION
LOC131385418	131385418	BIOLOGICAL_REGION
LOC131385419	131385419	BIOLOGICAL_REGION
LOC131385420	131385420	BIOLOGICAL_REGION
LOC131385421	131385421	BIOLOGICAL_REGION
LOC131385422	131385422	BIOLOGICAL_REGION
LOC131385423	131385423	BIOLOGICAL_REGION
LOC131385424	131385424	BIOLOGICAL_REGION
LOC131385425	131385425	BIOLOGICAL_REGION
LOC131385426	131385426	BIOLOGICAL_REGION
LOC131385427	131385427	BIOLOGICAL_REGION
LOC131385428	131385428	BIOLOGICAL_REGION
LOC131385429	131385429	BIOLOGICAL_REGION
LOC131385430	131385430	BIOLOGICAL_REGION
LOC131385431	131385431	BIOLOGICAL_REGION
LOC131385432	131385432	BIOLOGICAL_REGION
LOC131385433	131385433	BIOLOGICAL_REGION
LOC131385434	131385434	BIOLOGICAL_REGION
LOC131385435	131385435	BIOLOGICAL_REGION
LOC131385436	131385436	BIOLOGICAL_REGION
LOC131385437	131385437	BIOLOGICAL_REGION
LOC131385438	131385438	BIOLOGICAL_REGION
LOC131385439	131385439	BIOLOGICAL_REGION
LOC131385440	131385440	BIOLOGICAL_REGION
LOC131385441	131385441	BIOLOGICAL_REGION
LOC131385442	131385442	BIOLOGICAL_REGION
LOC131385443	131385443	BIOLOGICAL_REGION
LOC131385444	131385444	BIOLOGICAL_REGION
LOC131385445	131385445	BIOLOGICAL_REGION
LOC131385446	131385446	BIOLOGICAL_REGION
LOC131385447	131385447	BIOLOGICAL_REGION
LOC131385448	131385448	BIOLOGICAL_REGION
LOC131385449	131385449	BIOLOGICAL_REGION
LOC131385450	131385450	BIOLOGICAL_REGION
LOC131385451	131385451	BIOLOGICAL_REGION
LOC131385452	131385452	BIOLOGICAL_REGION
LOC131385453	131385453	BIOLOGICAL_REGION
LOC131385454	131385454	BIOLOGICAL_REGION
LOC131385455	131385455	BIOLOGICAL_REGION
LOC131385456	131385456	BIOLOGICAL_REGION
LOC131385457	131385457	BIOLOGICAL_REGION
LOC131385458	131385458	BIOLOGICAL_REGION
LOC131385459	131385459	BIOLOGICAL_REGION
LOC131385460	131385460	BIOLOGICAL_REGION
LOC131385461	131385461	BIOLOGICAL_REGION
LOC131385462	131385462	BIOLOGICAL_REGION
LOC131385463	131385463	BIOLOGICAL_REGION
LOC131385464	131385464	BIOLOGICAL_REGION
LOC131385465	131385465	BIOLOGICAL_REGION
LOC131385466	131385466	BIOLOGICAL_REGION
LOC131385467	131385467	BIOLOGICAL_REGION
LOC131385468	131385468	BIOLOGICAL_REGION
LOC131385469	131385469	BIOLOGICAL_REGION
LOC131385470	131385470	BIOLOGICAL_REGION
LOC131385471	131385471	BIOLOGICAL_REGION
LOC131385472	131385472	BIOLOGICAL_REGION
LOC131385473	131385473	BIOLOGICAL_REGION
LOC131385474	131385474	BIOLOGICAL_REGION
LOC131385475	131385475	BIOLOGICAL_REGION
LOC131385476	131385476	BIOLOGICAL_REGION
LOC131385477	131385477	BIOLOGICAL_REGION
LOC131385478	131385478	BIOLOGICAL_REGION
LOC131385479	131385479	BIOLOGICAL_REGION
LOC131385480	131385480	BIOLOGICAL_REGION
LOC131385481	131385481	BIOLOGICAL_REGION
LOC131385482	131385482	BIOLOGICAL_REGION
LOC131385483	131385483	BIOLOGICAL_REGION
LOC131385484	131385484	BIOLOGICAL_REGION
LOC131385485	131385485	BIOLOGICAL_REGION
LOC131385486	131385486	BIOLOGICAL_REGION
LOC131385487	131385487	BIOLOGICAL_REGION
LOC131385488	131385488	BIOLOGICAL_REGION
LOC131385489	131385489	BIOLOGICAL_REGION
LOC131385490	131385490	BIOLOGICAL_REGION
LOC131385491	131385491	BIOLOGICAL_REGION
LOC131385492	131385492	BIOLOGICAL_REGION
LOC131385493	131385493	BIOLOGICAL_REGION
LOC131385494	131385494	BIOLOGICAL_REGION
LOC131385495	131385495	BIOLOGICAL_REGION
LOC131385496	131385496	BIOLOGICAL_REGION
LOC131385497	131385497	BIOLOGICAL_REGION
LOC131385498	131385498	BIOLOGICAL_REGION
LOC131385499	131385499	BIOLOGICAL_REGION
LOC131385500	131385500	BIOLOGICAL_REGION
LOC131385501	131385501	BIOLOGICAL_REGION
LOC131385502	131385502	BIOLOGICAL_REGION
LOC131385503	131385503	BIOLOGICAL_REGION
LOC131385504	131385504	BIOLOGICAL_REGION
LOC131385505	131385505	BIOLOGICAL_REGION
LOC131385506	131385506	BIOLOGICAL_REGION
LOC131385507	131385507	BIOLOGICAL_REGION
LOC131385508	131385508	BIOLOGICAL_REGION
LOC131385509	131385509	BIOLOGICAL_REGION
LOC131385510	131385510	BIOLOGICAL_REGION
LOC131385511	131385511	BIOLOGICAL_REGION
LOC131385512	131385512	BIOLOGICAL_REGION
LOC131385513	131385513	BIOLOGICAL_REGION
LOC131385514	131385514	BIOLOGICAL_REGION
LOC131385515	131385515	BIOLOGICAL_REGION
LOC131385516	131385516	BIOLOGICAL_REGION
LOC131385517	131385517	BIOLOGICAL_REGION
LOC131385518	131385518	BIOLOGICAL_REGION
LOC131385519	131385519	BIOLOGICAL_REGION
LOC131385520	131385520	BIOLOGICAL_REGION
LOC131385521	131385521	BIOLOGICAL_REGION
LOC131385522	131385522	BIOLOGICAL_REGION
LOC131385523	131385523	BIOLOGICAL_REGION
LOC131385524	131385524	BIOLOGICAL_REGION
LOC131385525	131385525	BIOLOGICAL_REGION
LOC131385526	131385526	BIOLOGICAL_REGION
LOC131385527	131385527	BIOLOGICAL_REGION
LOC131385528	131385528	BIOLOGICAL_REGION
LOC131385529	131385529	BIOLOGICAL_REGION
LOC131385530	131385530	BIOLOGICAL_REGION
LOC131385531	131385531	BIOLOGICAL_REGION
LOC131385532	131385532	BIOLOGICAL_REGION
LOC131385533	131385533	BIOLOGICAL_REGION
LOC131385534	131385534	BIOLOGICAL_REGION
LOC131385535	131385535	BIOLOGICAL_REGION
LOC131385536	131385536	BIOLOGICAL_REGION
LOC131385537	131385537	BIOLOGICAL_REGION
LOC131385538	131385538	BIOLOGICAL_REGION
LOC131385539	131385539	BIOLOGICAL_REGION
LOC131385540	131385540	BIOLOGICAL_REGION
LOC131385541	131385541	BIOLOGICAL_REGION
LOC131385542	131385542	BIOLOGICAL_REGION
LOC131385543	131385543	BIOLOGICAL_REGION
LOC131385544	131385544	BIOLOGICAL_REGION
LOC131385545	131385545	BIOLOGICAL_REGION
LOC131385546	131385546	BIOLOGICAL_REGION
LOC131385547	131385547	BIOLOGICAL_REGION
LOC131385548	131385548	BIOLOGICAL_REGION
LOC131385549	131385549	BIOLOGICAL_REGION
LOC131385550	131385550	BIOLOGICAL_REGION
LOC131385551	131385551	BIOLOGICAL_REGION
LOC131385552	131385552	BIOLOGICAL_REGION
LOC131385553	131385553	BIOLOGICAL_REGION
LOC131385554	131385554	BIOLOGICAL_REGION
LOC131385555	131385555	BIOLOGICAL_REGION
LOC131385556	131385556	BIOLOGICAL_REGION
LOC131385557	131385557	BIOLOGICAL_REGION
LOC131385558	131385558	BIOLOGICAL_REGION
LOC131385559	131385559	BIOLOGICAL_REGION
LOC131385560	131385560	BIOLOGICAL_REGION
LOC131385561	131385561	BIOLOGICAL_REGION
LOC131385562	131385562	BIOLOGICAL_REGION
LOC131385563	131385563	BIOLOGICAL_REGION
LOC131385564	131385564	BIOLOGICAL_REGION
LOC131385565	131385565	BIOLOGICAL_REGION
LOC131385566	131385566	BIOLOGICAL_REGION
LOC131385567	131385567	BIOLOGICAL_REGION
LOC131385568	131385568	BIOLOGICAL_REGION
LOC131385569	131385569	BIOLOGICAL_REGION
LOC131385570	131385570	BIOLOGICAL_REGION
LOC131385571	131385571	BIOLOGICAL_REGION
LOC131385572	131385572	BIOLOGICAL_REGION
LOC131385573	131385573	BIOLOGICAL_REGION
LOC131385574	131385574	BIOLOGICAL_REGION
LOC131385575	131385575	BIOLOGICAL_REGION
LOC131385576	131385576	BIOLOGICAL_REGION
LOC131385577	131385577	BIOLOGICAL_REGION
LOC131385578	131385578	BIOLOGICAL_REGION
LOC131385579	131385579	BIOLOGICAL_REGION
LOC131385580	131385580	BIOLOGICAL_REGION
LOC131385581	131385581	BIOLOGICAL_REGION
LOC131385582	131385582	BIOLOGICAL_REGION
LOC131385583	131385583	BIOLOGICAL_REGION
LOC131385584	131385584	BIOLOGICAL_REGION
LOC131385585	131385585	BIOLOGICAL_REGION
LOC131385586	131385586	BIOLOGICAL_REGION
LOC131385587	131385587	BIOLOGICAL_REGION
LOC131385588	131385588	BIOLOGICAL_REGION
LOC131385589	131385589	BIOLOGICAL_REGION
LOC131385590	131385590	BIOLOGICAL_REGION
LOC131385591	131385591	BIOLOGICAL_REGION
LOC131385592	131385592	BIOLOGICAL_REGION
LOC131385593	131385593	BIOLOGICAL_REGION
LOC131385594	131385594	BIOLOGICAL_REGION
LOC131385595	131385595	BIOLOGICAL_REGION
LOC131385596	131385596	BIOLOGICAL_REGION
LOC131385597	131385597	BIOLOGICAL_REGION
LOC131385598	131385598	BIOLOGICAL_REGION
LOC131385599	131385599	BIOLOGICAL_REGION
LOC131385600	131385600	BIOLOGICAL_REGION
LOC131385601	131385601	BIOLOGICAL_REGION
LOC131385602	131385602	BIOLOGICAL_REGION
LOC131385603	131385603	BIOLOGICAL_REGION
LOC131385604	131385604	BIOLOGICAL_REGION
LOC131385605	131385605	BIOLOGICAL_REGION
LOC131385606	131385606	BIOLOGICAL_REGION
LOC131385607	131385607	BIOLOGICAL_REGION
LOC131385608	131385608	BIOLOGICAL_REGION
LOC131385609	131385609	BIOLOGICAL_REGION
LOC131385610	131385610	BIOLOGICAL_REGION
LOC131385611	131385611	BIOLOGICAL_REGION
LOC131385612	131385612	BIOLOGICAL_REGION
LOC131385613	131385613	BIOLOGICAL_REGION
LOC131385614	131385614	BIOLOGICAL_REGION
LOC131385615	131385615	BIOLOGICAL_REGION
LOC131385616	131385616	BIOLOGICAL_REGION
LOC131385617	131385617	BIOLOGICAL_REGION
LOC131385618	131385618	BIOLOGICAL_REGION
LOC131385619	131385619	BIOLOGICAL_REGION
LOC131385620	131385620	BIOLOGICAL_REGION
LOC131385621	131385621	BIOLOGICAL_REGION
LOC131385622	131385622	BIOLOGICAL_REGION
LOC131385623	131385623	BIOLOGICAL_REGION
LOC131385624	131385624	BIOLOGICAL_REGION
LOC131385625	131385625	BIOLOGICAL_REGION
LOC131385626	131385626	BIOLOGICAL_REGION
LOC131385627	131385627	BIOLOGICAL_REGION
LOC131385628	131385628	BIOLOGICAL_REGION
LOC131385629	131385629	BIOLOGICAL_REGION
LOC131385630	131385630	BIOLOGICAL_REGION
LOC131385631	131385631	BIOLOGICAL_REGION
LOC131385632	131385632	BIOLOGICAL_REGION
LOC131385633	131385633	BIOLOGICAL_REGION
LOC131385634	131385634	BIOLOGICAL_REGION
LOC131385635	131385635	BIOLOGICAL_REGION
LOC131385636	131385636	BIOLOGICAL_REGION
LOC131385637	131385637	BIOLOGICAL_REGION
LOC131385638	131385638	BIOLOGICAL_REGION
LOC131385639	131385639	BIOLOGICAL_REGION
LOC131385640	131385640	BIOLOGICAL_REGION
LOC131385641	131385641	BIOLOGICAL_REGION
LOC131385642	131385642	BIOLOGICAL_REGION
LOC131385643	131385643	BIOLOGICAL_REGION
LOC131385644	131385644	BIOLOGICAL_REGION
LOC131385645	131385645	BIOLOGICAL_REGION
LOC131385646	131385646	BIOLOGICAL_REGION
LOC131385647	131385647	BIOLOGICAL_REGION
LOC131385648	131385648	BIOLOGICAL_REGION
LOC131385649	131385649	BIOLOGICAL_REGION
LOC131385650	131385650	BIOLOGICAL_REGION
LOC131385651	131385651	BIOLOGICAL_REGION
LOC131385652	131385652	BIOLOGICAL_REGION
LOC131385653	131385653	BIOLOGICAL_REGION
LOC131385654	131385654	BIOLOGICAL_REGION
LOC131385655	131385655	BIOLOGICAL_REGION
LOC131385656	131385656	BIOLOGICAL_REGION
LOC131385657	131385657	BIOLOGICAL_REGION
LOC131385658	131385658	BIOLOGICAL_REGION
LOC131385659	131385659	BIOLOGICAL_REGION
LOC131385660	131385660	BIOLOGICAL_REGION
LOC131385661	131385661	BIOLOGICAL_REGION
LOC131385662	131385662	BIOLOGICAL_REGION
LOC131385663	131385663	BIOLOGICAL_REGION
LOC131385664	131385664	BIOLOGICAL_REGION
LOC131385665	131385665	BIOLOGICAL_REGION
LOC131385666	131385666	BIOLOGICAL_REGION
LOC131385667	131385667	BIOLOGICAL_REGION
LOC131385668	131385668	BIOLOGICAL_REGION
LOC131385669	131385669	BIOLOGICAL_REGION
LOC131385670	131385670	BIOLOGICAL_REGION
LOC131385671	131385671	BIOLOGICAL_REGION
LOC131385672	131385672	BIOLOGICAL_REGION
LOC131385673	131385673	BIOLOGICAL_REGION
LOC131385674	131385674	BIOLOGICAL_REGION
LOC131385675	131385675	BIOLOGICAL_REGION
LOC131385676	131385676	BIOLOGICAL_REGION
LOC131385677	131385677	BIOLOGICAL_REGION
LOC131385678	131385678	BIOLOGICAL_REGION
LOC131385679	131385679	BIOLOGICAL_REGION
LOC131385680	131385680	BIOLOGICAL_REGION
LOC131385681	131385681	BIOLOGICAL_REGION
LOC131385682	131385682	BIOLOGICAL_REGION
LOC131385683	131385683	BIOLOGICAL_REGION
LOC131385684	131385684	BIOLOGICAL_REGION
LOC131385685	131385685	BIOLOGICAL_REGION
LOC131385686	131385686	BIOLOGICAL_REGION
LOC131385687	131385687	BIOLOGICAL_REGION
LOC131385688	131385688	BIOLOGICAL_REGION
LOC131385689	131385689	BIOLOGICAL_REGION
LOC131385690	131385690	BIOLOGICAL_REGION
LOC131385691	131385691	BIOLOGICAL_REGION
LOC131385692	131385692	BIOLOGICAL_REGION
LOC131385693	131385693	BIOLOGICAL_REGION
LOC131385694	131385694	BIOLOGICAL_REGION
LOC131385695	131385695	BIOLOGICAL_REGION
LOC131385696	131385696	BIOLOGICAL_REGION
LOC131385697	131385697	BIOLOGICAL_REGION
LOC131385698	131385698	BIOLOGICAL_REGION
LOC131385699	131385699	BIOLOGICAL_REGION
LOC131385700	131385700	BIOLOGICAL_REGION
LOC131385701	131385701	BIOLOGICAL_REGION
LOC131385702	131385702	BIOLOGICAL_REGION
LOC131385703	131385703	BIOLOGICAL_REGION
LOC131385704	131385704	BIOLOGICAL_REGION
LOC131385705	131385705	BIOLOGICAL_REGION
LOC131385706	131385706	BIOLOGICAL_REGION
LOC131385707	131385707	BIOLOGICAL_REGION
LOC131385708	131385708	BIOLOGICAL_REGION
LOC131385709	131385709	BIOLOGICAL_REGION
LOC131385710	131385710	BIOLOGICAL_REGION
LOC131385711	131385711	BIOLOGICAL_REGION
LOC131385712	131385712	BIOLOGICAL_REGION
LOC131385713	131385713	BIOLOGICAL_REGION
LOC131385714	131385714	BIOLOGICAL_REGION
LOC131385715	131385715	BIOLOGICAL_REGION
LOC131385716	131385716	BIOLOGICAL_REGION
LOC131385717	131385717	BIOLOGICAL_REGION
LOC131385718	131385718	BIOLOGICAL_REGION
LOC131385719	131385719	BIOLOGICAL_REGION
LOC131385720	131385720	BIOLOGICAL_REGION
LOC131385721	131385721	BIOLOGICAL_REGION
LOC131385722	131385722	BIOLOGICAL_REGION
LOC131385723	131385723	BIOLOGICAL_REGION
LOC131385724	131385724	BIOLOGICAL_REGION
LOC131385725	131385725	BIOLOGICAL_REGION
LOC131385726	131385726	BIOLOGICAL_REGION
LOC131385727	131385727	BIOLOGICAL_REGION
LOC131385728	131385728	BIOLOGICAL_REGION
LOC131385729	131385729	BIOLOGICAL_REGION
LOC131385730	131385730	BIOLOGICAL_REGION
LOC131385731	131385731	BIOLOGICAL_REGION
LOC131385732	131385732	BIOLOGICAL_REGION
LOC131385733	131385733	BIOLOGICAL_REGION
LOC131385734	131385734	BIOLOGICAL_REGION
LOC131385735	131385735	BIOLOGICAL_REGION
LOC131385736	131385736	BIOLOGICAL_REGION
LOC131385737	131385737	BIOLOGICAL_REGION
LOC131385738	131385738	BIOLOGICAL_REGION
LOC131385739	131385739	BIOLOGICAL_REGION
LOC131385740	131385740	BIOLOGICAL_REGION
LOC131385741	131385741	BIOLOGICAL_REGION
LOC131385742	131385742	BIOLOGICAL_REGION
LOC131385743	131385743	BIOLOGICAL_REGION
LOC131385744	131385744	BIOLOGICAL_REGION
LOC131385745	131385745	BIOLOGICAL_REGION
LOC131385746	131385746	BIOLOGICAL_REGION
LOC131385747	131385747	BIOLOGICAL_REGION
LOC131385748	131385748	BIOLOGICAL_REGION
LOC131385749	131385749	BIOLOGICAL_REGION
LOC131385750	131385750	BIOLOGICAL_REGION
LOC131385751	131385751	BIOLOGICAL_REGION
LOC131385752	131385752	BIOLOGICAL_REGION
LOC131385753	131385753	BIOLOGICAL_REGION
LOC131385754	131385754	BIOLOGICAL_REGION
LOC131385755	131385755	BIOLOGICAL_REGION
LOC131385756	131385756	BIOLOGICAL_REGION
LOC131385757	131385757	BIOLOGICAL_REGION
LOC131385758	131385758	BIOLOGICAL_REGION
LOC131385759	131385759	BIOLOGICAL_REGION
LOC131385760	131385760	BIOLOGICAL_REGION
LOC131385761	131385761	BIOLOGICAL_REGION
LOC131385762	131385762	BIOLOGICAL_REGION
LOC131385763	131385763	BIOLOGICAL_REGION
LOC131385764	131385764	BIOLOGICAL_REGION
LOC131385765	131385765	BIOLOGICAL_REGION
LOC131385766	131385766	BIOLOGICAL_REGION
LOC131385767	131385767	BIOLOGICAL_REGION
LOC131385768	131385768	BIOLOGICAL_REGION
LOC131385769	131385769	BIOLOGICAL_REGION
LOC131385770	131385770	BIOLOGICAL_REGION
LOC131385771	131385771	BIOLOGICAL_REGION
LOC131385772	131385772	BIOLOGICAL_REGION
LOC131385773	131385773	BIOLOGICAL_REGION
LOC131385774	131385774	BIOLOGICAL_REGION
LOC131385775	131385775	BIOLOGICAL_REGION
LOC131385776	131385776	BIOLOGICAL_REGION
LOC131385777	131385777	BIOLOGICAL_REGION
LOC131385778	131385778	BIOLOGICAL_REGION
LOC131385779	131385779	BIOLOGICAL_REGION
LOC131385780	131385780	BIOLOGICAL_REGION
LOC131385781	131385781	BIOLOGICAL_REGION
LOC131385782	131385782	BIOLOGICAL_REGION
LOC131385783	131385783	BIOLOGICAL_REGION
LOC131385784	131385784	BIOLOGICAL_REGION
LOC131385785	131385785	BIOLOGICAL_REGION
LOC131385786	131385786	BIOLOGICAL_REGION
LOC131385787	131385787	BIOLOGICAL_REGION
LOC131385788	131385788	BIOLOGICAL_REGION
LOC131385789	131385789	BIOLOGICAL_REGION
LOC131385790	131385790	BIOLOGICAL_REGION
LOC131385791	131385791	BIOLOGICAL_REGION
LOC131385792	131385792	BIOLOGICAL_REGION
LOC131385793	131385793	BIOLOGICAL_REGION
LOC131385794	131385794	BIOLOGICAL_REGION
LOC131385795	131385795	BIOLOGICAL_REGION
LOC131385796	131385796	BIOLOGICAL_REGION
LOC131385797	131385797	BIOLOGICAL_REGION
LOC131385798	131385798	BIOLOGICAL_REGION
LOC131385799	131385799	BIOLOGICAL_REGION
LOC131385800	131385800	BIOLOGICAL_REGION
LOC131385801	131385801	BIOLOGICAL_REGION
LOC131385802	131385802	BIOLOGICAL_REGION
LOC131385803	131385803	BIOLOGICAL_REGION
LOC131385804	131385804	BIOLOGICAL_REGION
LOC131385805	131385805	BIOLOGICAL_REGION
LOC131385806	131385806	BIOLOGICAL_REGION
LOC131385807	131385807	BIOLOGICAL_REGION
LOC131385808	131385808	BIOLOGICAL_REGION
LOC131385809	131385809	BIOLOGICAL_REGION
LOC131385810	131385810	BIOLOGICAL_REGION
LOC131385811	131385811	BIOLOGICAL_REGION
LOC131385812	131385812	BIOLOGICAL_REGION
