OFFICIAL_SYMBOL,IDENTIFIER_ID,Gene_Type
Ovca2,246257,PROTEIN_CODING
Csad,246277,PROTEIN_CODING
Klhl8,246293,PROTEIN_CODING
Lgi2,246316,PROTEIN_CODING
Slc25a28,246696,PROTEIN_CODING
Defb19,246700,PROTEIN_CODING
Emilin2,246707,PROTEIN_CODING
Rgs13,246709,PROTEIN_CODING
Rhobtb2,246710,PROTEIN_CODING
Oas3,246727,PROTEIN_CODING
Oas2,246728,PROTEIN_CODING
Oas1h,246729,PROTEIN_CODING
AY074887,246735,PROTEIN_CODING
Dnajc28,246738,PROTEIN_CODING
Adig,246747,PROTEIN_CODING
Atpaf2,246782,PROTEIN_CODING
Obox3,246791,PROTEIN_CODING
Obox2,246792,PROTEIN_CODING
Obox4,252828,PROTEIN_CODING
Obox5,252829,PROTEIN_CODING
Dusp15,252864,PROTEIN_CODING
Adam34,252866,PROTEIN_CODING
Mios,252875,PROTEIN_CODING
Gin1,252876,PROTEIN_CODING
Ap1s3,252903,PROTEIN_CODING
Vmn1r71,252910,PROTEIN_CODING
Cables2,252966,PROTEIN_CODING
Ropn1l,252967,PROTEIN_CODING
Tspear,252974,PROTEIN_CODING
Acsf3,257633,PROTEIN_CODING
Sdsl,257635,PROTEIN_CODING
Or9s13,257890,PROTEIN_CODING
Or55b4,257926,PROTEIN_CODING
Or6d12,258019,PROTEIN_CODING
Or8b8,258310,PROTEIN_CODING
Or5v1,258325,PROTEIN_CODING
Or51a10,258326,PROTEIN_CODING
Or1ab2,258335,PROTEIN_CODING
Or52w1,258352,PROTEIN_CODING
Or10d5j,258364,PROTEIN_CODING
Or4k35,258391,PROTEIN_CODING
Or8g23,258431,PROTEIN_CODING
Or2y1g,258463,PROTEIN_CODING
Or7e169,258521,PROTEIN_CODING
Or9a2,258569,PROTEIN_CODING
Or5m3b,258571,PROTEIN_CODING
Or5w20,258633,PROTEIN_CODING
Or4m1,258658,PROTEIN_CODING
Or5an6,258679,PROTEIN_CODING
Or5b21,258697,PROTEIN_CODING
Or1a1b,258706,PROTEIN_CODING
Or10aa1,258712,PROTEIN_CODING
Or2w4,258739,PROTEIN_CODING
Or56b2,258743,PROTEIN_CODING
Or8b12b,258744,PROTEIN_CODING
Or52p2,258750,PROTEIN_CODING
Or52e15,258755,PROTEIN_CODING
Or8h9,258764,PROTEIN_CODING
Or8b53,258783,PROTEIN_CODING
Or8c8,258802,PROTEIN_CODING
Or13c25,258836,PROTEIN_CODING
Or55b10,258837,PROTEIN_CODING
Or8d4,258854,PROTEIN_CODING
Or4k49,258886,PROTEIN_CODING
Or1e16,258923,PROTEIN_CODING
Or1e1,258925,PROTEIN_CODING
Or10h28,258939,PROTEIN_CODING
Or4a15,258975,PROTEIN_CODING
Or3a10,259005,PROTEIN_CODING
Or5ar1,259017,PROTEIN_CODING
Or8k23,259020,PROTEIN_CODING
Or1e19,259026,PROTEIN_CODING
Or10a2,259035,PROTEIN_CODING
Or10a5,259036,PROTEIN_CODING
Or56a5,259047,PROTEIN_CODING
Or52n4,259051,PROTEIN_CODING
Or2b4,259064,PROTEIN_CODING
Or52e19b,259073,PROTEIN_CODING
Or51e1,259097,PROTEIN_CODING
Or51ab3,259104,PROTEIN_CODING
Tubgcp3,259279,PROTEIN_CODING
Leap2,259301,PROTEIN_CODING
Trim61,260296,PROTEIN_CODING
Prrt1,260297,PROTEIN_CODING
Cadm4,260299,PROTEIN_CODING
Otos,260301,PROTEIN_CODING
Gga3,260302,PROTEIN_CODING
Nphp4,260305,PROTEIN_CODING
Nav3,260315,PROTEIN_CODING
Prss45,260408,PROTEIN_CODING
Cdc42ep3,260409,PROTEIN_CODING
Plekhg3,263406,PROTEIN_CODING
Aldh1a7,26358,PROTEIN_CODING
Anxa10,26359,PROTEIN_CODING
Ceacam10,26366,PROTEIN_CODING
Ceacam9,26368,PROTEIN_CODING
Ciao1,26371,PROTEIN_CODING
Creg2,263764,PROTEIN_CODING
Decr2,26378,PROTEIN_CODING
Pkn3,263803,PROTEIN_CODING
Fgd2,26382,PROTEIN_CODING
Gnpda1,26384,PROTEIN_CODING
Spata2,263876,PROTEIN_CODING
Mapkbp1,26390,PROTEIN_CODING
Lypla2,26394,PROTEIN_CODING
Map4k2,26412,PROTEIN_CODING
Ift56,264134,PROTEIN_CODING
Prl2c4,26421,PROTEIN_CODING
Nubp1,26425,PROTEIN_CODING
Nubp2,26426,PROTEIN_CODING
Orc4,26428,PROTEIN_CODING
Orc5,26429,PROTEIN_CODING
Psg16,26436,PROTEIN_CODING
Psg17,26437,PROTEIN_CODING
Psg18,26438,PROTEIN_CODING
Psg19,26439,PROTEIN_CODING
Psma1,26440,PROTEIN_CODING
Psma5,26442,PROTEIN_CODING
Psma6,26443,PROTEIN_CODING
Psma7,26444,PROTEIN_CODING
Psmb2,26445,PROTEIN_CODING
Psmb3,26446,PROTEIN_CODING
Rbbp9,26450,PROTEIN_CODING
Rpl27a,26451,PROTEIN_CODING
Sema4g,26456,PROTEIN_CODING
Vnn3,26464,PROTEIN_CODING
Zfp146,26465,PROTEIN_CODING
Zfp260,26466,PROTEIN_CODING
Acsf2,264895,PROTEIN_CODING
Krtap15-1,26560,PROTEIN_CODING
Mmp23,26561,PROTEIN_CODING
Slc27a3,26568,PROTEIN_CODING
Cops3,26572,PROTEIN_CODING
Rcn2,26611,PROTEIN_CODING
Ly6g5b,266614,PROTEIN_CODING
Defb36,266620,PROTEIN_CODING
Acmsd,266645,PROTEIN_CODING
Cpne1,266692,PROTEIN_CODING
Lgsn,266744,PROTEIN_CODING
Snx17,266781,PROTEIN_CODING
Mill1,266815,PROTEIN_CODING
Rps15a,267019,PROTEIN_CODING
Shprh,268281,PROTEIN_CODING
Samd3,268288,PROTEIN_CODING
Zbtb24,268294,PROTEIN_CODING
Scml4,268297,PROTEIN_CODING
Sowahc,268301,PROTEIN_CODING
Tafa2,268354,PROTEIN_CODING
Abca13,268379,PROTEIN_CODING
Ahsa2,268390,PROTEIN_CODING
Zkscan17,268417,PROTEIN_CODING
Ankrd13b,268445,PROTEIN_CODING
Phf12,268448,PROTEIN_CODING
Rpl23a,268449,PROTEIN_CODING
Rab11fip4,268451,PROTEIN_CODING
Eme1,268465,PROTEIN_CODING
Zfp652,268469,PROTEIN_CODING
Ube2z,268470,PROTEIN_CODING
Rapgefl1,268480,PROTEIN_CODING
Krt222,268481,PROTEIN_CODING
Lsm12,268490,PROTEIN_CODING
Meioc,268491,PROTEIN_CODING
Mgat5b,268510,PROTEIN_CODING
Slc26a11,268512,PROTEIN_CODING
Bahcc1,268515,PROTEIN_CODING
Greb1,268527,PROTEIN_CODING
Sntg2,268534,PROTEIN_CODING
Zbtb1,268564,PROTEIN_CODING
Tmem229b,268567,PROTEIN_CODING
D430019H16Rik,268595,PROTEIN_CODING
Cdhr2,268663,PROTEIN_CODING
Slc38a9,268706,PROTEIN_CODING
Fam107a,268709,PROTEIN_CODING
Zswim8,268721,PROTEIN_CODING
Frmpd2,268729,PROTEIN_CODING
Arhgef40,268739,PROTEIN_CODING
Tox4,268741,PROTEIN_CODING
Carmil3,268747,PROTEIN_CODING
Wdfy2,268752,PROTEIN_CODING
9930012K11Rik,268759,PROTEIN_CODING
B3galt1,26877,PROTEIN_CODING
B3galt2,26878,PROTEIN_CODING
Egflam,268780,PROTEIN_CODING
Agxt2,268782,PROTEIN_CODING
Mtmr12,268783,PROTEIN_CODING
B3galnt1,26879,PROTEIN_CODING
Klhl38,268807,PROTEIN_CODING
Adck5,268822,PROTEIN_CODING
Cenph,26886,PROTEIN_CODING
Atp13a5,268878,PROTEIN_CODING
Xxylt1,268880,PROTEIN_CODING
Fbxo45,268882,PROTEIN_CODING
Stfa2l1,268885,PROTEIN_CODING
Cops4,26891,PROTEIN_CODING
Cops6,26893,PROTEIN_CODING
Pkmyt1,268930,PROTEIN_CODING
Caskin1,268932,PROTEIN_CODING
Wdr24,268933,PROTEIN_CODING
Scube3,268935,PROTEIN_CODING
Brpf3,268936,PROTEIN_CODING
Cops7a,26894,PROTEIN_CODING
Cops7b,26895,PROTEIN_CODING
Capn11,268958,PROTEIN_CODING
Med14,26896,PROTEIN_CODING
Arhgap28,268970,PROTEIN_CODING
Sap130,269003,PROTEIN_CODING
Ss18l2,26901,PROTEIN_CODING
Sh3rf2,269016,PROTEIN_CODING
Stk32a,269019,PROTEIN_CODING
Zfp608,269023,PROTEIN_CODING
4930503L19Rik,269033,PROTEIN_CODING
Ctif,269037,PROTEIN_CODING
Eif2s3x,26905,PROTEIN_CODING
Gpr152,269053,PROTEIN_CODING
Cpsf7,269061,PROTEIN_CODING
Dpp10,269109,PROTEIN_CODING
Nup54,269113,PROTEIN_CODING
Gcat,26912,PROTEIN_CODING
Optc,269120,PROTEIN_CODING
Gprin1,26913,PROTEIN_CODING
Colgalt2,269132,PROTEIN_CODING
Kif26b,269152,PROTEIN_CODING
Mgat4a,269181,PROTEIN_CODING
Zfp346,26919,PROTEIN_CODING
Nbeal1,269198,PROTEIN_CODING
Cntrl,26920,PROTEIN_CODING
Stk36,269209,PROTEIN_CODING
Mecr,26922,PROTEIN_CODING
Fam171a1,269233,PROTEIN_CODING
Gtf3c4,269252,PROTEIN_CODING
Rpl12,269261,PROTEIN_CODING
Ppp2r5e,26932,PROTEIN_CODING
Muc15,269328,PROTEIN_CODING
Ccdc32,269336,PROTEIN_CODING
Vps39,269338,PROTEIN_CODING
Ell3,269344,PROTEIN_CODING
Slc28a2,269346,PROTEIN_CODING
Mprip,26936,PROTEIN_CODING
St6galnac5,26938,PROTEIN_CODING
Tox2,269389,PROTEIN_CODING
Polr3e,26939,PROTEIN_CODING
Ecsit,26940,PROTEIN_CODING
Zfp512b,269401,PROTEIN_CODING
Spag1,26942,PROTEIN_CODING
Jade1,269424,PROTEIN_CODING
Serinc3,26943,PROTEIN_CODING
Plch1,269437,PROTEIN_CODING
Tinag,26944,PROTEIN_CODING
Tpsg1,26945,PROTEIN_CODING
Wdr3,269470,PROTEIN_CODING
Lrig2,269473,PROTEIN_CODING
Vat1,26949,PROTEIN_CODING
Zw10,26951,PROTEIN_CODING
Nkain3,269513,PROTEIN_CODING
Fbxl4,269514,PROTEIN_CODING
Fbxo10,269529,PROTEIN_CODING
Tex10,269536,PROTEIN_CODING
Clspn,269582,PROTEIN_CODING
Zscan20,269585,PROTEIN_CODING
Sytl1,269589,PROTEIN_CODING
Luzp1,269593,PROTEIN_CODING
Gpr157,269604,PROTEIN_CODING
Rpl8,26961,PROTEIN_CODING
Pank4,269614,PROTEIN_CODING
Plch2,269615,PROTEIN_CODING
Rbm48,269623,PROTEIN_CODING
Lhfpl3,269629,PROTEIN_CODING
Wdr86,269633,PROTEIN_CODING
Cnpy1,269637,PROTEIN_CODING
Zfp512,269639,PROTEIN_CODING
Ppp2r2c,269643,PROTEIN_CODING
Islr,26968,PROTEIN_CODING
Ccdc60,269693,PROTEIN_CODING
Rnft2,269695,PROTEIN_CODING
Pla2g2e,26970,PROTEIN_CODING
Hectd4,269700,PROTEIN_CODING
Cfap251,269701,PROTEIN_CODING
Mphosph9,269702,PROTEIN_CODING
Zfp664,269704,PROTEIN_CODING
Pla2g2f,26971,PROTEIN_CODING
Aak1,269774,PROTEIN_CODING
Lhfpl4,269788,PROTEIN_CODING
Clec4a1,269799,PROTEIN_CODING
Tspan12,269831,PROTEIN_CODING
Nat14,269854,PROTEIN_CODING
Ssc5d,269855,PROTEIN_CODING
Eif4e2,26987,PROTEIN_CODING
Zfp446,269870,PROTEIN_CODING
Megf8,269878,PROTEIN_CODING
Map3k10,269881,PROTEIN_CODING
Vmn2r57,269902,PROTEIN_CODING
Chsy1,269941,PROTEIN_CODING
Gdpgp1,269952,PROTEIN_CODING
Ttll13,269954,PROTEIN_CODING
Rccd1,269955,PROTEIN_CODING
Adamtsl3,269959,PROTEIN_CODING
Gsg1l,269994,PROTEIN_CODING
Zfp747,269997,PROTEIN_CODING
Orai3,269999,PROTEIN_CODING
Foxi2,270004,PROTEIN_CODING
Nalf1,270028,PROTEIN_CODING
Letm2,270035,PROTEIN_CODING
Galntl6,270049,PROTEIN_CODING
Slc35e1,270066,PROTEIN_CODING
Micall1,27008,PROTEIN_CODING
Lpcat2,270084,PROTEIN_CODING
Ogfod1,270086,PROTEIN_CODING
Lrrc36,270091,PROTEIN_CODING
Mon1b,270096,PROTEIN_CODING
Vat1l,270097,PROTEIN_CODING
Rpl13,270106,PROTEIN_CODING
Pcnx2,270109,PROTEIN_CODING
Irf2bp2,270110,PROTEIN_CODING
Maml2,270118,PROTEIN_CODING
Fat3,270120,PROTEIN_CODING
Jaml,270152,PROTEIN_CODING
Nkapd1,270156,PROTEIN_CODING
Rab39,270160,PROTEIN_CODING
Elmod1,270162,PROTEIN_CODING
Myo9a,270163,PROTEIN_CODING
Clpx,270166,PROTEIN_CODING
Rab6b,270192,PROTEIN_CODING
Pfkfb4,270198,PROTEIN_CODING
Klhl18,270201,PROTEIN_CODING
Zbtb47,270210,PROTEIN_CODING
Ermap,27028,PROTEIN_CODING
Gsdmc3,270328,PROTEIN_CODING
Nit1,27045,PROTEIN_CODING
Omd,27047,PROTEIN_CODING
Asns,27053,PROTEIN_CODING
Sec23b,27054,PROTEIN_CODING
Fkbp9,27055,PROTEIN_CODING
Srp9,27058,PROTEIN_CODING
Sh3d19,27059,PROTEIN_CODING
Mbtps2,270669,PROTEIN_CODING
Map3k15,270672,PROTEIN_CODING
Mthfd1l,270685,PROTEIN_CODING
Bpifc,270757,PROTEIN_CODING
B9d1,27078,PROTEIN_CODING
Kics2,270802,PROTEIN_CODING
Zfp275,27081,PROTEIN_CODING
Xlr4b,27083,PROTEIN_CODING
Xlr5c,27084,PROTEIN_CODING
Tmem132e,270893,PROTEIN_CODING
Prr11,270906,PROTEIN_CODING
Trappc3,27096,PROTEIN_CODING
Catsperb,271036,PROTEIN_CODING
Serpina3b,271047,PROTEIN_CODING
Adamts16,271127,PROTEIN_CODING
Rp1l1,271209,PROTEIN_CODING
Rubcnl,271221,PROTEIN_CODING
Phf21b,271305,PROTEIN_CODING
Cd200r2,271375,PROTEIN_CODING
Zbtb11,271377,PROTEIN_CODING
Ip6k3,271424,PROTEIN_CODING
Vps13a,271564,PROTEIN_CODING
Cdk15,271697,PROTEIN_CODING
Galnt13,271786,PROTEIN_CODING
Agbl2,271813,PROTEIN_CODING
Rpusd2,271842,PROTEIN_CODING
Pla2g4f,271844,PROTEIN_CODING
Shc4,271849,PROTEIN_CODING
Arsj,271970,PROTEIN_CODING
Tbck,271981,PROTEIN_CODING
Tstd2,272027,PROTEIN_CODING
Plppr1,272031,PROTEIN_CODING
Nrk,27206,PROTEIN_CODING
Rps11,27207,PROTEIN_CODING
Dbf4,27214,PROTEIN_CODING
Azi2,27215,PROTEIN_CODING
Poln,272158,PROTEIN_CODING
Sgk2,27219,PROTEIN_CODING
Atp1a4,27222,PROTEIN_CODING
Ddx24,27225,PROTEIN_CODING
Zfp398,272347,PROTEIN_CODING
Irf2bp1,272359,PROTEIN_CODING
Lrrc4b,272381,PROTEIN_CODING
Tars3,272396,PROTEIN_CODING
B3gnt6,272411,PROTEIN_CODING
Tango6,272538,PROTEIN_CODING
Gins2,272551,PROTEIN_CODING
Tbcel,272589,PROTEIN_CODING
Plek2,27260,PROTEIN_CODING
Smok1,27262,PROTEIN_CODING
Smok2a,27263,PROTEIN_CODING
Esyt3,272636,PROTEIN_CODING
Cars1,27267,PROTEIN_CODING
Zfp354b,27274,PROTEIN_CODING
Nufip1,27275,PROTEIN_CODING
Plekhb1,27276,PROTEIN_CODING
Golga5,27277,PROTEIN_CODING
Clnk,27278,PROTEIN_CODING
Magee2,272790,PROTEIN_CODING
Plaat1,27281,PROTEIN_CODING
Pald1,27355,PROTEIN_CODING
Insl6,27356,PROTEIN_CODING
Add3,27360,PROTEIN_CODING
Dnajb9,27362,PROTEIN_CODING
Txnl4a,27366,PROTEIN_CODING
Tbl2,27368,PROTEIN_CODING
Rps26,27370,PROTEIN_CODING
Prl3c1,27372,PROTEIN_CODING
Tjp3,27375,PROTEIN_CODING
Slc25a10,27376,PROTEIN_CODING
Tcl1b1,27379,PROTEIN_CODING
Tcl1b4,27380,PROTEIN_CODING
Tcl1b2,27381,PROTEIN_CODING
Tcl1b5,27382,PROTEIN_CODING
Akr1c13,27384,PROTEIN_CODING
Sh2d3c,27387,PROTEIN_CODING
Ptdss2,27388,PROTEIN_CODING
Dusp13b,27389,PROTEIN_CODING
Pign,27392,PROTEIN_CODING
Mrpl39,27393,PROTEIN_CODING
Mrpl15,27395,PROTEIN_CODING
Mrpl17,27397,PROTEIN_CODING
Mrpl2,27398,PROTEIN_CODING
Hsd17b6,27400,PROTEIN_CODING
Pdhx,27402,PROTEIN_CODING
Abca8b,27404,PROTEIN_CODING
Abcg3,27405,PROTEIN_CODING
Abcf3,27406,PROTEIN_CODING
Abcf2,27407,PROTEIN_CODING
Peg12,27412,PROTEIN_CODING
Sergef,27414,PROTEIN_CODING
Klra15,27423,PROTEIN_CODING
Klra16,27424,PROTEIN_CODING
Atp5mg,27425,PROTEIN_CODING
Nagpa,27426,PROTEIN_CODING
Nelfe,27632,PROTEIN_CODING
1700088E04Rik,27660,PROTEIN_CODING
Taar7e,276742,PROTEIN_CODING
Snf8,27681,PROTEIN_CODING
Smtnl2,276829,PROTEIN_CODING
Pigs,276846,PROTEIN_CODING
Mtnap1,276852,PROTEIN_CODING
Armc7,276905,PROTEIN_CODING
Gemin4,276919,PROTEIN_CODING
Ccdc42,276920,PROTEIN_CODING
Slfn8,276950,PROTEIN_CODING
Rasl10b,276952,PROTEIN_CODING
Marveld1,277010,PROTEIN_CODING
Nynrin,277154,PROTEIN_CODING
Kdm3b,277250,PROTEIN_CODING
Wfdc8,277343,PROTEIN_CODING
Tcfl5,277353,PROTEIN_CODING
Klhl23,277396,PROTEIN_CODING
Trp53i11,277414,PROTEIN_CODING
Gpr107,277463,PROTEIN_CODING
Slc39a12,277468,PROTEIN_CODING
Lsm2,27756,PROTEIN_CODING
Vwa7,27762,PROTEIN_CODING
Srarp,277744,PROTEIN_CODING
Cyp4a12a,277753,PROTEIN_CODING
Commd8,27784,PROTEIN_CODING
Slc15a5,277898,PROTEIN_CODING
C2cd3,277939,PROTEIN_CODING
Slc9a5,277973,PROTEIN_CODING
Exoc3l,277978,PROTEIN_CODING
Armcx6,278097,PROTEIN_CODING
Tmtc2,278279,PROTEIN_CODING
Wfikkn2,278507,PROTEIN_CODING
Duxbl1,278672,PROTEIN_CODING
Tada1,27878,PROTEIN_CODING
Tango2,27883,PROTEIN_CODING
Kctd19,279499,PROTEIN_CODING
Spg21,27965,PROTEIN_CODING
Rrp9,27966,PROTEIN_CODING
Cherp,27967,PROTEIN_CODING
Rhbdd3,279766,PROTEIN_CODING
Rsrp1,27981,PROTEIN_CODING
Imp4,27993,PROTEIN_CODING
Exosc5,27998,PROTEIN_CODING
Washc2,28006,PROTEIN_CODING
Miip,28010,PROTEIN_CODING
Polr2m,28015,PROTEIN_CODING
Ubfd1,28018,PROTEIN_CODING
Mrpl50,28028,PROTEIN_CODING
Gfm1,28030,PROTEIN_CODING
Usp39,28035,PROTEIN_CODING
Larp7,28036,PROTEIN_CODING
D6Wsu163e,28040,PROTEIN_CODING
Rilp,280408,PROTEIN_CODING
Lix1l,280411,PROTEIN_CODING
Selenoi,28042,PROTEIN_CODING
Selenov,280621,PROTEIN_CODING
Emilin3,280635,PROTEIN_CODING
Yipf3,28064,PROTEIN_CODING
B3gat2,280645,PROTEIN_CODING
Afm,280662,PROTEIN_CODING
Adam1b,280667,PROTEIN_CODING
Adam1a,280668,PROTEIN_CODING
Polr1f,28071,PROTEIN_CODING
Desi1,28075,PROTEIN_CODING
Med10,28077,PROTEIN_CODING
Prl5a1,28078,PROTEIN_CODING
Vcf1,28081,PROTEIN_CODING
Vps25,28084,PROTEIN_CODING
Trim36,28105,PROTEIN_CODING
Nopchap1,28109,PROTEIN_CODING
Nop16,28126,PROTEIN_CODING
Cep63,28135,PROTEIN_CODING
Serp1,28146,PROTEIN_CODING
Reep3,28193,PROTEIN_CODING
Apon,28194,PROTEIN_CODING
Dcaf11,28199,PROTEIN_CODING
Dhrs4,28200,PROTEIN_CODING
Slco1a6,28254,PROTEIN_CODING
Sbsn,282619,PROTEIN_CODING
Serpinb1b,282663,PROTEIN_CODING
Gatd3a,28295,PROTEIN_CODING
Kif19a,286942,PROTEIN_CODING
Znhit2,29805,PROTEIN_CODING
Tpk1,29807,PROTEIN_CODING
Rabgap1l,29809,PROTEIN_CODING
Ndrg3,29812,PROTEIN_CODING
Zfp385a,29813,PROTEIN_CODING
Bcar3,29815,PROTEIN_CODING
Hspb7,29818,PROTEIN_CODING
Or13c7,29845,PROTEIN_CODING
Or13c7b,29846,PROTEIN_CODING
Or13c7d,29849,PROTEIN_CODING
Smtn,29856,PROTEIN_CODING
Pmm1,29858,PROTEIN_CODING
Sult4a1,29859,PROTEIN_CODING
Dpf1,29861,PROTEIN_CODING
Ninj2,29862,PROTEIN_CODING
Pde7b,29863,PROTEIN_CODING
Rnf11,29864,PROTEIN_CODING
Cabp5,29865,PROTEIN_CODING
Cabp2,29866,PROTEIN_CODING
Gtse1,29870,PROTEIN_CODING
Scmh1,29871,PROTEIN_CODING
Hdgfl3,29877,PROTEIN_CODING
Dnajc12,30045,PROTEIN_CODING
Zfp292,30046,PROTEIN_CODING
Scd3,30049,PROTEIN_CODING
Fbxw2,30050,PROTEIN_CODING
Reg3d,30053,PROTEIN_CODING
Rnf17,30054,PROTEIN_CODING
Timm13,30055,PROTEIN_CODING
Timm9,30056,PROTEIN_CODING
Timm8b,30057,PROTEIN_CODING
Timm8a1,30058,PROTEIN_CODING
Timm10,30059,PROTEIN_CODING
Meltf,30060,PROTEIN_CODING
Cttnbp2,30785,PROTEIN_CODING
Adamts8,30806,PROTEIN_CODING
Fbxw5,30839,PROTEIN_CODING
Fbxl6,30840,PROTEIN_CODING
Fbxl12,30843,PROTEIN_CODING
Mlf2,30853,PROTEIN_CODING
Zfp330,30932,PROTEIN_CODING
Tor2a,30933,PROTEIN_CODING
Tor1b,30934,PROTEIN_CODING
Tor3a,30935,PROTEIN_CODING
Slc46a2,30936,PROTEIN_CODING
Fgd3,30938,PROTEIN_CODING
Usp25,30940,PROTEIN_CODING
Hnf4g,30942,PROTEIN_CODING
Prss30,30943,PROTEIN_CODING
Zfp354c,30944,PROTEIN_CODING
Rnf19a,30945,PROTEIN_CODING
Abt1,30946,PROTEIN_CODING
Adat1,30947,PROTEIN_CODING
Lcmt1,30949,PROTEIN_CODING
Schip1,30953,PROTEIN_CODING
Aass,30956,PROTEIN_CODING
Slc7a9,30962,PROTEIN_CODING
Hacd1,30963,PROTEIN_CODING
Klk15,317652,PROTEIN_CODING
Klk14,317653,PROTEIN_CODING
Sec22a,317717,PROTEIN_CODING
Slc24a5,317750,PROTEIN_CODING
Zar1,317755,PROTEIN_CODING
Gimap9,317758,PROTEIN_CODING
Ifnz,319146,PROTEIN_CODING
H3c3,319148,PROTEIN_CODING
H3c4,319149,PROTEIN_CODING
H3c2,319150,PROTEIN_CODING
H3c6,319151,PROTEIN_CODING
H3c11,319153,PROTEIN_CODING
H4c4,319156,PROTEIN_CODING
H4c9,319158,PROTEIN_CODING
H4c11,319159,PROTEIN_CODING
H4c12,319160,PROTEIN_CODING
H2ac25,319162,PROTEIN_CODING
H2ac1,319163,PROTEIN_CODING
H2ac6,319164,PROTEIN_CODING
H2ac8,319166,PROTEIN_CODING
H2ac12,319168,PROTEIN_CODING
H2ac15,319169,PROTEIN_CODING
H2ac24,319171,PROTEIN_CODING
H2ac4,319172,PROTEIN_CODING
H2ac10,319173,PROTEIN_CODING
H2ac20,319176,PROTEIN_CODING
H2bc3,319178,PROTEIN_CODING
H2bc6,319179,PROTEIN_CODING
H2bc8,319181,PROTEIN_CODING
H2bc9,319182,PROTEIN_CODING
H2bc12,319184,PROTEIN_CODING
H2bc13,319185,PROTEIN_CODING
H2bc14,319186,PROTEIN_CODING
H2bc22,319188,PROTEIN_CODING
H2bc18,319189,PROTEIN_CODING
H2bc21,319190,PROTEIN_CODING
H2ac13,319191,PROTEIN_CODING
H2ac19,319192,PROTEIN_CODING
Rpl17,319195,PROTEIN_CODING
Gpr82,319200,PROTEIN_CODING
Pgbd1,319207,PROTEIN_CODING
Nol4,319211,PROTEIN_CODING
Trim12c,319236,PROTEIN_CODING
Bricd5,319259,PROTEIN_CODING
Fchsd1,319262,PROTEIN_CODING
Pcmtd1,319263,PROTEIN_CODING
A130010J15Rik,319266,PROTEIN_CODING
Washc4,319277,PROTEIN_CODING
Shfl,319278,PROTEIN_CODING
Gpr141b,319293,PROTEIN_CODING
Sf3b2,319322,PROTEIN_CODING
Pianp,319352,PROTEIN_CODING
Ubald2,319370,PROTEIN_CODING
Dpep2,319446,PROTEIN_CODING
Fndc3a,319448,PROTEIN_CODING
Pld5,319455,PROTEIN_CODING
Ppm1h,319468,PROTEIN_CODING
Zfp672,319475,PROTEIN_CODING
Lrtm1,319476,PROTEIN_CODING
Insyn1,319477,PROTEIN_CODING
Cxxc4,319478,PROTEIN_CODING
Wdr59,319481,PROTEIN_CODING
Fcgbpl1,319482,PROTEIN_CODING
Syt15,319508,PROTEIN_CODING
Pced1a,319513,PROTEIN_CODING
Pdpr,319518,PROTEIN_CODING
Zfp750,319530,PROTEIN_CODING
Zfp182,319535,PROTEIN_CODING
Spx,319552,PROTEIN_CODING
Idi1,319554,PROTEIN_CODING
Nwd1,319555,PROTEIN_CODING
Defb20,319579,PROTEIN_CODING
Xkr5,319581,PROTEIN_CODING
Trmt9b,319582,PROTEIN_CODING
Celf5,319586,PROTEIN_CODING
Zfp653,319601,PROTEIN_CODING
Fam168a,319604,PROTEIN_CODING
Sybu,319613,PROTEIN_CODING
Zfp944,319615,PROTEIN_CODING
Dcp1b,319618,PROTEIN_CODING
Galm,319625,PROTEIN_CODING
Fsd1l,319636,PROTEIN_CODING
Nt5dc1,319638,PROTEIN_CODING
Rab9b,319642,PROTEIN_CODING
Usp37,319651,PROTEIN_CODING
Slc25a40,319653,PROTEIN_CODING
Podxl2,319655,PROTEIN_CODING
Agmo,319660,PROTEIN_CODING
Eml5,319670,PROTEIN_CODING
Cep295,319675,PROTEIN_CODING
Ankar,319695,PROTEIN_CODING
Frmd6,319710,PROTEIN_CODING
Ablim3,319713,PROTEIN_CODING
Simc1,319719,PROTEIN_CODING
Cacna2d4,319734,PROTEIN_CODING
Mpzl3,319742,PROTEIN_CODING
Zfp865,319748,PROTEIN_CODING
Rfx7,319758,PROTEIN_CODING
Tmem72,319776,PROTEIN_CODING
Slc22a30,319800,PROTEIN_CODING
Glt1d1,319804,PROTEIN_CODING
Nwd2,319807,PROTEIN_CODING
Rc3h2,319817,PROTEIN_CODING
Smyd4,319822,PROTEIN_CODING
Bbs9,319845,PROTEIN_CODING
Slc17a4,319848,PROTEIN_CODING
Tmprss11b,319875,PROTEIN_CODING
Cobll1,319876,PROTEIN_CODING
Tmcc3,319880,PROTEIN_CODING
Zcchc7,319885,PROTEIN_CODING
Oacyl,319888,PROTEIN_CODING
Dock6,319899,PROTEIN_CODING
Dsel,319901,PROTEIN_CODING
Ism1,319909,PROTEIN_CODING
Vwc2,319922,PROTEIN_CODING
Ceacam19,319930,PROTEIN_CODING
Sbf2,319934,PROTEIN_CODING
Tns3,319939,PROTEIN_CODING
A530016L24Rik,319942,PROTEIN_CODING
Taf2,319944,PROTEIN_CODING
Flad1,319945,PROTEIN_CODING
Ttll1,319953,PROTEIN_CODING
Cc2d1b,319965,PROTEIN_CODING
Jph4,319984,PROTEIN_CODING
